timestep,r_perf,r_cost,r_energy,latency,replicas,avg_cpu_percent,ram_usage,num_requests,total_cpu_m,total_ram_mi,success_ratio,pod_power,hpa_target
151,1.0,-2.65,-0.6741892,0.0176,53.0,58.5,0.0,142.0,5265.0,4336.0,1.0,67.41892,30.0
152,1.0,-2.65,-0.66212237,0.0169,53.0,58.011112,0.0,48.0,5221.0,4336.0,1.0,66.212234,50.0
153,1.0,-2.65,-0.6731034,0.0177,53.0,58.11111,0.0,108.0,5230.0,4336.0,1.0,67.31034,50.0
154,1.0,-2.65,-0.6673195,0.0174,53.0,58.577778,0.0,56.0,5272.0,4336.0,1.0,66.73195,90.0
155,1.0,-2.65,-0.6743139,0.0175,53.0,58.944443,0.0,83.0,5305.0,4336.0,1.0,67.43139,30.0
156,1.0,-2.65,-0.40690827,0.0037,53.0,20.411112,0.0,9.0,1837.0,4336.0,1.0,40.690826,10.0
157,1.0,-2.65,-0.38918525,0.0033,53.0,18.044445,0.0,7.0,1624.0,4336.0,1.0,38.918526,50.0
158,1.0,-2.65,-0.38634175,0.0024,53.0,17.566668,0.0,2.0,1581.0,4336.0,1.0,38.634174,10.0
159,1.0,-2.65,-0.41287163,0.0027,53.0,19.588888,0.0,4.0,1763.0,4336.0,1.0,41.287163,10.0
160,1.0,-2.65,-0.37810862,0.0025,53.0,16.48889,0.0,3.0,1484.0,4336.0,1.0,37.810863,70.0
161,1.0,-1.4,-0.37600625,0.0045,28.0,54.82143,0.0,11.0,3070.0,2696.0,1.0,37.600624,10.0
162,1.0,-1.4,-0.2587581,0.0024,28.0,29.339285,0.0,3.0,1643.0,2696.0,1.0,25.875809,90.0
163,1.0,-1.4,-0.27600938,0.0025,28.0,31.696428,0.0,4.0,1775.0,2696.0,1.0,27.600937,90.0
164,1.0,-1.4,-0.2665672,0.0025,28.0,29.910715,0.0,4.0,1675.0,2696.0,1.0,26.65672,10.0
165,1.0,-1.4,-0.28728375,0.003,28.0,34.142857,0.0,6.0,1912.0,2696.0,1.0,28.728374,30.0
166,1.0,-1.4,-0.296861,0.0037,28.0,37.285713,0.0,9.0,2088.0,2696.0,1.0,29.6861,50.0
167,1.0,-1.4,-0.24908811,0.0031,28.0,24.785715,0.0,6.0,1388.0,2696.0,1.0,24.908812,90.0
